occupancy,ILP,intensity,reuse_ratio,ld_coalesce,L2_hit_rate,L1_hit_rate,branch_eff,pwr_avg
0.191484,5.97,3.14,1.02,0.1,99.05,8.49,99.94,59.271
0.493527,20.39,3.51,0.01,0.25,96.51,11.32,99.87,55.468
0.085246,2.42,2.79,1.74,0.08,100.0,25.39,100.0,50.074
0.086219,10.54,1.14,2.69,0.09,88.62,18.07,99.99,59.062
0.071518,7.29,2.27,0.58,0.08,100.0,22.05,99.92,56.005
0.104755,5.53,1.36,10.79,0.06,100.0,15.84,99.92,53.825
0.327631,6.55,1.01,0.65,0.2,94.57,8.52,99.37,57.526
0.016579,3.22,0.31,0.01,0.14,98.68,35.07,99.6,46.444
0.271806,20.39,1.53,0.01,0.09,95.15,11.26,99.9,57.676
0.036373,20.39,0.68,0.04,0.11,89.63,17.38,99.21,52.255
0.113242,2.2,0.53,1.11,0.13,98.96,30.43,99.01,46.743
0.024187,4.0,1.69,0.53,0.07,100.0,11.93,100.0,59.424
0.119507,1.45,1.38,1.1,0.12,94.92,19.62,99.56,59.06
0.056613,3.91,2.27,0.01,0.09,98.1,21.88,99.99,46.444
0.237082,1.83,0.97,0.53,0.09,89.47,28.84,99.95,46.444
0.16385,2.3,6.07,0.39,0.13,93.45,20.57,99.4,48.236
0.233018,7.59,4.27,0.01,0.06,97.18,3.53,99.66,62.002
0.037947,6.81,2.71,0.1,0.06,100.0,42.42,100.0,59.747
0.248279,0.63,0.88,0.25,0.1,96.9,4.42,99.9,55.347
0.178971,9.1,1.81,0.01,0.13,95.25,12.09,99.39,59.527
0.028259,20.39,1.76,0.01,0.06,93.09,6.36,99.95,53.697
0.11754,2.98,1.21,0.01,0.2,98.06,28.18,99.58,64.08
0.05694,11.26,0.3,0.35,0.06,71.2,16.76,99.85,61.179
0.129457,2.2,0.48,0.95,0.08,97.27,11.62,99.82,60.726
0.059648,1.68,1.16,0.01,0.12,97.81,28.27,100.0,58.947
0.072298,20.39,0.59,0.92,0.12,98.09,21.91,99.95,54.901
0.086648,0.66,1.05,0.01,0.09,95.57,27.44,99.97,58.527
0.097266,10.77,1.23,6.31,0.13,77.86,13.18,99.96,62.727
0.278673,5.2,0.75,1.5,0.08,96.03,9.5,99.98,54.771
0.036412,9.86,2.99,0.7,0.09,80.81,16.1,99.88,60.085
0.219418,4.14,1.84,0.01,0.1,95.67,34.64,99.23,63.325
0.185259,10.8,0.97,0.01,0.17,98.0,32.38,99.95,46.444
0.086471,11.01,1.04,0.01,0.19,91.77,24.65,99.91,56.61
0.493527,8.81,2.0,0.01,0.08,100.0,23.48,99.87,57.501
0.195852,9.27,3.21,0.21,0.18,87.89,14.81,99.84,56.148
0.493527,7.67,5.74,0.76,0.08,100.0,24.87,98.54,58.577
0.129115,3.54,1.97,1.2,0.24,98.85,21.46,99.56,49.94
0.335617,0.81,0.88,0.78,0.2,100.0,1.5,99.37,57.623
0.096741,2.64,2.61,1.54,0.06,93.67,10.86,99.52,54.864
0.254939,8.63,0.9,0.01,0.11,90.34,32.69,99.97,52.885
0.085872,3.18,0.56,1.13,0.09,94.07,37.92,99.37,59.036
0.493527,14.21,2.4,0.17,0.11,96.78,19.27,99.55,59.983
0.493527,9.22,5.47,0.01,0.13,96.58,22.31,100.0,55.579
0.06454,0.63,2.7,0.59,0.06,100.0,4.53,99.49,54.596
0.099714,9.87,2.93,1.26,0.09,99.19,22.43,99.96,61.21
0.167578,7.71,0.75,0.44,0.08,100.0,29.33,99.92,56.953
0.493527,11.23,1.53,5.62,0.12,81.94,20.11,99.96,60.589
0.13822,10.09,1.18,1.41,0.06,100.0,25.36,99.59,51.349
0.135112,14.86,2.92,0.01,0.11,100.0,23.28,99.31,57.998
0.080151,7.99,5.67,1.06,0.09,99.88,7.71,100.0,63.673
0.441362,3.27,3.13,1.24,0.11,84.19,9.56,99.98,60.513
0.04264,12.41,0.7,0.01,0.11,93.37,0.8,99.72,58.128
0.493527,7.03,3.79,4.33,0.11,80.74,6.99,98.85,61.034
0.076218,4.01,1.58,0.01,0.16,98.5,16.74,99.92,47.677
0.043083,9.97,3.53,0.43,0.07,100.0,13.72,99.93,64.08
0.359622,2.6,1.98,0.01,0.17,61.78,10.48,99.41,56.549
0.060296,1.02,1.11,0.15,0.15,94.98,15.83,99.79,63.352
0.046689,1.33,3.8,4.33,0.06,100.0,16.21,100.0,60.747
0.105172,0.63,2.83,0.79,0.06,98.27,26.14,98.72,53.46
0.099611,3.71,3.1,1.64,0.2,98.97,20.47,99.81,62.103
0.29166,0.69,1.31,0.66,0.08,100.0,24.74,98.71,56.515
0.113354,7.04,4.19,0.55,0.12,52.08,24.44,100.0,64.08
0.087183,8.03,2.1,0.01,0.17,87.03,3.28,99.85,61.463
0.094845,4.89,0.93,0.73,0.13,60.16,15.85,98.83,59.108
0.016021,1.63,0.91,0.54,0.07,100.0,8.99,99.85,58.754
0.042563,1.77,0.66,0.67,0.16,98.33,11.89,99.92,50.096
0.040081,8.19,1.31,0.01,0.09,98.04,0.8,99.98,63.817
0.093641,3.24,0.61,0.53,0.13,72.56,36.5,99.92,46.444
0.072049,7.69,1.17,0.87,0.19,81.87,9.84,98.44,47.547
0.493527,6.81,2.11,0.64,0.13,100.0,36.12,99.38,49.537
0.092299,3.47,3.78,1.14,0.07,77.06,14.31,99.84,59.043
0.040101,10.2,0.82,0.39,0.15,100.0,14.13,99.98,55.258
0.394955,4.44,0.95,5.51,0.07,100.0,29.0,100.0,46.444
0.041156,6.56,0.24,0.01,0.19,67.81,12.7,99.83,58.068
0.079855,1.44,2.29,0.2,0.06,96.71,14.91,99.92,61.646
0.106009,8.18,1.37,1.07,0.09,100.0,11.38,98.85,56.816
0.077371,9.96,0.99,0.89,0.11,100.0,21.07,100.0,48.879
0.016823,2.03,0.56,1.76,0.25,96.72,25.11,98.87,53.29
0.307229,15.39,4.91,0.64,0.09,99.1,12.86,99.98,59.397
0.181292,7.61,3.02,0.5,0.13,98.85,13.51,99.62,54.401
0.064058,8.01,5.67,0.72,0.07,95.06,9.85,99.2,54.76
0.079181,20.39,5.78,0.01,0.17,68.67,0.8,99.82,56.56
0.279437,2.58,2.04,0.24,0.24,97.63,38.44,99.73,56.504
0.257785,1.42,4.0,0.25,0.06,96.15,21.01,99.58,59.026
0.047176,1.23,1.24,0.01,0.21,97.47,17.12,98.74,55.171
0.224583,5.72,2.31,1.66,0.22,97.17,7.96,99.95,48.083
0.190393,2.32,0.63,0.01,0.08,95.4,0.8,100.0,51.303
0.089928,7.34,5.91,0.19,0.14,100.0,11.04,99.29,57.435
0.076666,10.31,1.46,3.18,0.07,100.0,19.93,99.9,60.277
0.035909,3.74,0.93,4.3,0.18,100.0,24.32,99.25,62.446
0.070254,12.09,0.01,0.58,0.12,99.81,33.69,99.34,48.338
0.085859,2.96,3.93,0.71,0.14,93.22,6.77,99.31,57.681
0.178426,3.23,2.77,1.24,0.09,99.64,8.11,99.91,55.687
0.384394,2.2,2.08,1.03,0.1,97.48,21.01,99.98,46.444
0.151214,4.19,2.67,0.01,0.1,98.52,15.06,99.16,57.578
0.067429,4.91,1.52,3.71,0.15,96.96,7.78,99.64,61.407
0.016021,7.21,0.81,0.01,0.1,100.0,23.57,100.0,46.444
0.086005,6.88,6.19,0.31,0.2,98.36,10.19,99.86,55.697
0.016021,8.99,2.46,0.2,0.11,90.42,10.35,99.97,50.067
0.104186,11.74,1.7,0.01,0.2,97.65,17.7,100.0,54.848
0.025029,1.51,0.7,2.57,0.08,97.92,24.67,99.57,55.587
0.05494,1.05,4.33,0.09,0.16,95.61,30.98,100.0,59.658
0.493527,1.08,1.44,7.24,0.23,99.45,33.28,100.0,46.444
0.286549,3.99,0.4,0.19,0.06,69.86,1.19,99.85,64.08
0.050736,5.21,1.42,0.01,0.09,95.9,16.46,99.05,54.132
0.10176,2.17,0.56,0.01,0.13,97.46,12.57,98.44,50.646
0.361468,14.06,0.77,0.13,0.09,100.0,11.21,99.72,58.186
0.429539,6.27,0.51,0.01,0.07,99.04,28.66,99.88,56.444
0.313919,2.6,1.03,0.09,0.2,93.15,10.88,99.95,55.778
0.090692,14.41,0.92,5.88,0.08,100.0,22.15,99.78,57.999
0.071123,4.77,0.76,0.05,0.16,99.23,1.12,100.0,49.709
0.024131,9.41,2.11,0.01,0.06,97.71,20.87,99.94,64.08
0.102452,8.44,1.16,0.01,0.14,100.0,14.18,98.44,48.099
0.275198,0.69,0.47,0.01,0.12,92.31,16.67,100.0,53.479
0.072825,13.52,0.6,0.18,0.11,97.73,15.34,99.94,50.501
0.090913,3.45,0.77,0.42,0.15,100.0,6.7,100.0,50.201
0.493527,9.6,1.49,1.58,0.14,93.41,14.04,99.93,51.15
0.175784,13.04,0.68,0.54,0.12,98.44,11.3,99.83,46.444
0.172106,11.84,3.63,0.01,0.12,91.82,9.54,99.12,46.444
0.054408,7.31,0.45,0.6,0.13,81.01,31.23,99.99,46.444
0.135462,9.66,1.25,2.0,0.12,100.0,33.15,99.9,64.08
0.493527,7.26,0.43,0.61,0.19,78.72,24.08,99.93,59.914
0.116205,1.56,4.75,3.08,0.11,95.23,17.12,99.35,49.759
0.216006,20.39,2.9,0.07,0.18,97.48,12.42,99.86,54.592
0.253866,0.63,0.07,0.01,0.14,100.0,20.14,99.76,59.043
0.284351,9.11,1.1,0.01,0.09,100.0,12.8,99.84,58.553
0.082779,7.46,1.04,0.73,0.09,98.77,0.8,100.0,57.204
0.325801,4.24,1.81,0.01,0.1,95.44,16.59,99.89,62.461
0.063743,3.17,2.88,0.51,0.2,91.68,11.07,99.91,49.448
0.095263,4.49,0.36,0.43,0.11,99.32,30.84,99.96,55.038
0.062444,2.05,0.76,1.17,0.06,99.09,31.09,99.74,55.749
0.016021,15.64,1.02,0.5,0.06,95.54,23.27,99.92,61.874
0.042341,6.8,0.45,0.01,0.07,94.81,14.56,99.33,57.357
0.038648,2.6,0.89,0.38,0.11,98.07,29.94,99.74,54.761
0.073033,3.28,4.82,0.03,0.08,98.17,16.88,99.43,53.055
0.098987,4.52,0.76,1.29,0.07,86.11,30.37,99.9,46.722
0.493527,9.89,1.48,3.01,0.12,98.53,16.38,99.5,53.599
0.105043,11.83,6.19,1.54,0.09,100.0,27.05,100.0,50.551
0.186283,7.21,1.17,1.48,0.08,91.3,27.31,99.85,46.444
0.319662,0.63,1.1,0.01,0.13,94.74,14.66,99.43,58.374
0.096743,3.23,2.64,0.01,0.18,92.42,21.23,99.57,46.444
0.493527,3.75,2.84,1.18,0.18,96.16,9.65,99.12,62.123
0.104157,1.99,1.76,10.65,0.11,97.94,15.13,99.89,55.701
0.157137,4.79,0.86,0.03,0.16,89.79,12.12,99.56,46.444
0.016021,3.71,0.01,4.85,0.06,100.0,30.65,99.6,54.369
0.326544,7.95,0.01,1.29,0.16,99.06,17.78,99.51,57.403
0.080969,2.21,0.71,0.01,0.19,98.32,0.8,99.82,61.977
0.470406,7.28,3.28,1.0,0.14,100.0,14.38,99.03,62.259
0.147372,2.67,0.75,0.39,0.1,94.47,22.53,99.48,56.982
0.133665,2.12,5.66,2.4,0.14,96.17,5.77,99.33,48.918
0.108881,7.78,2.36,0.74,0.25,100.0,7.22,99.91,47.151
0.15274,20.39,0.64,0.01,0.17,96.04,13.37,99.61,64.08
0.042456,0.82,0.9,1.58,0.18,73.76,9.2,99.93,64.08
0.11467,10.09,0.6,3.04,0.08,98.99,12.51,99.58,56.841
0.099919,1.37,2.43,0.29,0.06,84.19,6.29,99.81,55.921
0.143247,0.82,0.34,0.01,0.1,88.55,14.87,99.92,46.444
0.25746,8.43,2.89,0.48,0.23,78.09,18.49,100.0,56.695
0.258103,1.72,5.33,0.25,0.15,100.0,17.84,100.0,53.482
0.254757,2.14,1.94,0.68,0.08,97.27,1.12,99.9,49.278
0.25425,6.18,0.92,3.29,0.15,83.63,31.43,100.0,56.182
0.177678,10.36,0.95,0.59,0.18,97.7,6.72,99.54,64.08
0.016021,5.93,0.98,1.02,0.1,99.6,19.43,99.53,53.986
0.02872,8.46,5.08,0.16,0.09,95.86,28.68,100.0,50.851
0.246319,9.65,0.88,1.19,0.07,97.28,36.6,99.59,64.08
0.142244,3.56,4.64,2.91,0.23,100.0,27.54,99.94,56.347
0.177924,8.77,0.52,2.78,0.08,97.43,9.97,100.0,56.896
0.183321,7.81,4.75,0.01,0.06,85.83,6.68,99.5,60.595
0.258414,11.67,1.28,2.43,0.1,96.74,1.19,98.99,54.52
0.25427,11.08,0.66,2.88,0.11,93.1,20.53,99.88,50.523
0.016021,16.72,1.81,0.43,0.16,99.0,13.13,99.6,54.021
0.089706,0.63,0.34,6.45,0.1,96.69,26.88,100.0,61.646
0.493527,3.38,2.57,1.44,0.17,91.46,9.4,99.58,47.881
0.1848,2.67,0.55,1.34,0.11,100.0,23.99,99.98,47.335
0.081145,7.62,0.28,1.45,0.12,97.94,31.1,99.29,46.444
0.262553,6.11,2.71,0.79,0.09,99.32,31.65,99.94,59.482
0.259695,2.12,1.12,0.01,0.11,89.39,6.73,99.33,62.836
0.230485,2.06,1.1,0.01,0.08,97.79,16.27,99.94,51.775
0.143572,20.39,0.44,0.33,0.22,96.41,0.8,99.55,64.08
0.039137,7.19,2.69,0.03,0.2,96.5,25.42,99.29,46.444
0.315625,18.01,0.98,1.04,0.06,100.0,21.64,99.88,54.702
0.028163,8.37,5.16,0.01,0.07,90.17,2.69,100.0,58.257
0.12206,3.82,3.22,0.01,0.08,97.88,0.8,100.0,64.08
0.04336,5.42,1.03,0.64,0.1,98.67,15.44,99.88,54.124
0.084873,3.17,4.69,0.14,0.09,95.73,25.72,100.0,52.862
0.017674,8.0,5.36,0.07,0.06,98.7,25.0,100.0,56.368
0.229775,2.89,5.47,0.56,0.08,100.0,15.72,99.96,61.373
0.261985,7.71,1.33,0.01,0.21,78.02,15.4,99.02,58.647
0.157493,3.76,2.27,2.47,0.07,73.03,27.86,98.79,52.335
0.314307,9.89,0.9,2.53,0.11,91.87,25.93,99.29,49.995
0.07281,3.78,2.52,0.38,0.07,99.81,31.37,100.0,46.444
0.493527,5.13,1.33,1.19,0.15,97.89,23.67,100.0,59.199
0.198027,20.39,6.18,1.66,0.11,86.85,3.97,100.0,55.604
0.197201,2.69,0.95,0.01,0.09,91.39,16.55,99.87,59.69
0.057132,4.23,0.85,0.01,0.1,100.0,22.85,100.0,60.641
0.084724,6.41,1.15,0.6,0.23,92.76,23.48,99.66,63.464
0.044972,6.05,3.32,0.01,0.09,100.0,19.16,99.94,58.73
0.075191,3.1,0.93,0.05,0.1,92.43,0.8,99.94,60.198
0.059682,2.38,2.87,0.01,0.14,99.1,6.79,99.57,57.676
0.198425,2.78,3.57,0.75,0.06,100.0,1.73,100.0,56.52
0.059914,2.6,0.62,0.51,0.08,100.0,21.63,99.93,57.823
0.062805,10.06,3.34,0.48,0.08,90.91,15.19,99.6,55.518
0.182489,7.38,2.19,0.11,0.1,100.0,12.26,98.62,46.444
0.493527,9.7,0.61,1.01,0.15,100.0,26.22,99.87,49.579
0.04579,13.56,5.72,1.33,0.06,90.9,0.8,100.0,57.707
0.493527,20.39,1.18,0.8,0.07,92.0,2.18,99.98,50.892
0.077132,5.36,0.73,0.79,0.07,94.76,17.95,99.98,56.93
0.096232,2.09,6.03,1.82,0.07,100.0,7.37,99.45,56.96
0.016021,2.66,0.26,0.57,0.1,98.5,11.82,100.0,60.036
0.076923,7.55,0.01,1.51,0.09,90.26,33.58,99.29,56.636
0.053145,7.57,4.36,0.01,0.25,56.41,30.94,99.68,55.455
0.493527,3.35,5.02,1.08,0.11,99.68,15.0,99.52,58.106
0.24303,2.88,2.67,0.95,0.1,100.0,21.55,99.87,60.034
0.299417,20.39,0.92,2.27,0.16,94.33,5.53,100.0,62.123
0.281706,7.14,1.89,0.3,0.11,94.16,4.25,99.47,49.512
0.179683,5.77,4.81,1.13,0.13,100.0,23.74,100.0,57.755
0.237516,3.72,0.39,0.01,0.18,93.88,11.97,99.31,54.381
0.153481,2.18,3.2,0.01,0.12,99.22,6.23,99.56,61.833
0.105934,2.45,3.76,0.23,0.07,100.0,23.09,99.78,61.509
0.045788,3.44,2.55,0.66,0.1,97.46,31.77,100.0,57.562
0.360308,6.7,0.01,0.83,0.19,98.37,42.42,99.29,48.314
0.047539,20.39,1.32,0.38,0.13,97.46,7.2,98.6,61.898
0.0276,4.31,1.16,0.47,0.15,100.0,20.69,98.59,56.121
0.080654,9.29,4.33,2.1,0.11,99.81,0.94,99.98,51.258
0.493527,8.33,1.16,1.92,0.24,96.46,6.6,99.51,53.203
0.048431,7.59,5.95,0.01,0.1,99.56,36.85,99.84,56.973
0.03294,3.06,1.16,0.01,0.11,95.27,17.76,99.93,55.256
0.048987,4.14,2.05,1.51,0.16,99.29,24.85,100.0,50.373
0.218644,8.2,0.5,0.01,0.18,100.0,14.4,99.22,64.08
0.493527,6.16,0.53,0.89,0.09,96.08,8.28,99.85,46.444
0.052307,7.59,5.3,0.15,0.11,100.0,25.86,99.96,62.322
0.393424,3.62,1.06,1.2,0.09,97.87,15.8,99.03,56.308
0.016021,3.39,1.43,0.37,0.16,100.0,11.98,99.94,50.028
0.18522,6.88,0.54,1.43,0.19,95.15,19.05,99.84,46.698
0.312456,3.2,4.36,0.52,0.19,95.05,9.46,99.93,64.08
0.493527,8.18,0.81,1.12,0.1,95.28,15.33,100.0,54.164
0.047718,19.4,2.62,0.01,0.06,85.88,10.75,100.0,56.958
0.079189,0.63,3.03,0.51,0.11,92.71,36.67,99.93,52.956
0.493527,11.31,4.45,0.19,0.06,100.0,15.56,99.99,60.924
0.192347,8.18,0.2,0.01,0.15,99.99,25.13,100.0,57.973
0.446264,9.72,4.04,1.0,0.14,96.37,13.25,99.96,48.702
0.085962,9.21,1.56,0.56,0.21,99.17,12.7,100.0,64.08
0.077093,20.39,1.25,5.39,0.11,94.04,34.55,99.82,47.566
0.140211,6.75,0.85,8.6,0.1,100.0,22.74,99.05,46.444
0.080715,8.09,0.29,0.01,0.09,96.53,15.99,99.63,58.403
0.298001,1.25,0.03,0.01,0.12,100.0,42.42,99.94,46.444
0.358698,8.49,0.57,8.12,0.12,98.49,9.45,98.96,56.135
0.056838,16.41,0.5,0.05,0.11,96.29,33.11,100.0,49.61
0.017389,2.01,1.13,0.37,0.1,100.0,13.92,99.85,53.049
0.078958,3.83,2.44,4.92,0.12,97.55,14.63,100.0,63.376
0.038973,2.86,2.46,0.72,0.14,99.64,12.07,98.87,48.768
0.016021,3.92,0.71,0.08,0.07,95.51,6.97,99.96,64.08
0.158635,7.76,4.32,1.02,0.06,100.0,11.0,99.79,63.135
0.276805,9.71,1.21,0.28,0.06,98.83,1.07,100.0,55.331
0.100622,6.45,1.29,0.01,0.19,92.91,26.35,98.79,58.673
0.117051,8.43,0.16,0.17,0.06,96.69,7.36,99.86,55.159
0.069639,2.22,1.04,0.77,0.08,99.76,25.48,99.43,49.287
0.493527,5.31,1.22,0.01,0.14,100.0,12.35,100.0,46.444
0.493527,2.66,1.02,0.19,0.19,99.73,16.38,100.0,60.476
0.045441,3.3,1.93,3.3,0.1,97.92,9.42,99.8,57.859
0.203501,0.63,0.99,0.35,0.07,99.56,10.48,99.96,46.444
0.305722,2.96,1.16,3.13,0.1,74.51,22.24,99.5,61.291
0.108336,4.76,1.05,1.09,0.07,88.06,23.67,99.36,59.515
0.016021,1.96,0.01,0.61,0.12,98.13,10.54,99.12,62.049
0.080119,7.69,1.9,0.38,0.19,94.44,0.8,100.0,54.165
0.493527,12.3,5.45,0.54,0.12,100.0,17.17,100.0,50.533
0.395979,0.63,1.48,0.24,0.07,98.96,25.32,100.0,55.698
0.283061,19.85,0.76,1.35,0.14,98.42,11.16,98.92,61.748
0.486441,3.58,1.2,0.01,0.23,99.11,10.6,100.0,59.432
0.239306,10.21,3.32,1.69,0.09,100.0,34.98,99.72,50.878
0.049852,7.99,6.1,0.39,0.13,99.23,22.96,99.6,54.72
0.302285,3.09,1.15,0.7,0.1,96.09,11.58,99.94,57.758
0.493527,3.82,5.2,0.01,0.12,100.0,6.7,99.91,56.697
0.125424,1.1,2.62,0.44,0.08,96.61,15.03,99.4,58.236
0.293313,5.56,4.42,0.86,0.16,91.15,14.58,99.49,48.54
0.187088,4.31,2.7,7.35,0.06,96.98,0.8,99.89,57.675
0.084356,20.39,0.66,0.41,0.1,79.46,11.06,100.0,49.285
0.016021,9.24,0.99,0.01,0.07,100.0,16.01,99.42,46.989
0.016021,1.93,2.81,1.0,0.08,96.82,23.98,100.0,64.08
0.0546,2.62,0.5,0.25,0.09,99.95,42.42,99.59,48.156
0.072218,4.72,1.84,0.03,0.08,100.0,25.48,99.32,61.929
0.070408,9.0,2.42,0.01,0.16,92.27,16.92,100.0,57.906
0.288949,2.58,0.97,0.41,0.11,98.33,3.4,99.91,46.444
0.34157,5.79,1.45,0.73,0.23,94.6,27.55,99.62,56.739
0.177198,20.39,4.55,1.69,0.14,97.05,11.37,100.0,58.59
0.036776,3.96,1.7,0.28,0.15,86.82,4.98,99.05,53.008
0.08366,20.39,1.42,0.43,0.2,90.08,38.27,99.42,64.08
0.191649,2.09,4.84,0.01,0.17,100.0,15.37,99.95,56.697
0.11256,11.68,0.59,0.36,0.21,99.61,18.18,99.55,53.552
0.493527,11.35,0.76,0.01,0.06,98.72,12.8,99.91,58.269
0.108468,3.36,1.49,1.41,0.1,97.97,25.83,100.0,64.08
0.029328,5.29,1.15,0.01,0.08,93.41,15.62,99.77,53.881
0.209786,11.11,3.54,1.8,0.08,100.0,15.77,99.61,49.138
0.089776,5.77,0.77,0.01,0.08,99.33,21.65,99.92,62.995
0.459428,4.66,3.21,2.12,0.06,98.8,10.99,99.38,55.639
0.371611,1.08,0.8,0.02,0.24,93.9,3.79,99.87,60.746
0.097557,4.74,2.75,1.35,0.14,81.4,9.24,99.32,53.711
0.058515,20.39,1.44,1.18,0.13,94.99,19.8,100.0,47.849
0.493527,12.33,3.17,0.32,0.12,100.0,17.54,99.84,48.032
0.269909,6.02,3.17,1.58,0.09,100.0,28.04,99.37,57.87
0.078563,7.51,0.84,0.12,0.12,98.9,19.68,100.0,59.658
0.277391,3.23,0.57,9.85,0.17,99.06,5.29,99.74,56.96
0.062716,12.7,2.55,0.01,0.25,95.3,24.35,99.8,46.444
0.0177,9.2,0.7,0.41,0.07,100.0,17.3,99.44,63.327
0.359073,2.83,1.32,1.24,0.07,95.03,16.56,99.97,46.444
0.016021,0.63,0.01,1.13,0.06,100.0,14.11,100.0,54.614
0.252806,20.39,1.31,0.01,0.08,93.95,17.33,100.0,56.218
0.042493,0.63,0.68,0.3,0.21,100.0,12.78,99.67,59.714
0.10688,2.82,0.13,0.38,0.12,96.42,0.8,100.0,53.749
0.072142,3.24,2.12,0.15,0.07,68.29,13.94,99.48,57.584
0.073525,10.6,0.2,1.73,0.09,95.23,1.97,99.76,56.617
0.234209,2.79,0.01,1.08,0.12,83.49,20.74,98.99,64.08
0.101441,8.82,2.4,0.46,0.16,99.85,9.11,98.87,56.393
0.089476,2.47,0.01,0.01,0.13,89.91,9.1,99.37,56.255
0.253859,5.53,2.97,0.3,0.08,99.64,13.54,99.54,46.444
0.493527,3.59,0.01,0.24,0.2,99.66,10.97,99.82,60.615
0.02403,9.02,0.96,0.2,0.14,97.28,12.59,98.93,55.675
0.407015,6.16,3.1,0.31,0.09,94.89,17.24,99.54,50.427
0.016021,2.9,1.46,0.76,0.06,91.47,35.79,99.98,55.227
0.183521,9.35,6.19,1.98,0.1,88.76,7.38,99.4,57.862
0.018766,2.41,6.19,0.72,0.12,100.0,23.35,99.9,60.553
0.087911,2.15,1.1,6.41,0.12,98.84,26.29,99.97,48.702
0.257883,4.24,2.34,0.77,0.15,99.02,27.12,100.0,51.517
0.088621,6.12,2.42,0.82,0.11,91.24,14.06,99.65,55.475
0.016021,3.21,2.37,0.56,0.15,100.0,41.63,99.68,62.543
0.199252,11.09,0.96,3.26,0.14,99.73,26.58,99.99,48.776
0.101878,3.33,2.46,4.99,0.13,96.48,19.89,99.99,47.352
0.158061,8.81,2.05,0.29,0.1,100.0,30.55,99.82,63.678
0.105114,2.1,0.32,10.07,0.09,99.04,11.79,99.96,58.537
0.305887,14.23,6.09,0.01,0.15,98.06,19.24,100.0,48.119
0.242771,10.1,0.74,0.84,0.06,100.0,27.98,99.93,50.774
0.493527,6.45,1.93,0.01,0.25,94.09,6.45,99.76,60.219
0.037037,1.35,5.66,4.74,0.11,100.0,0.8,99.86,48.131
0.032471,2.13,2.34,0.01,0.22,95.79,1.7,99.54,46.444
0.473492,5.12,4.86,0.16,0.12,99.77,19.82,99.47,54.746
0.050732,20.39,0.61,0.31,0.07,79.79,42.42,100.0,63.316
0.086061,9.97,3.88,10.94,0.12,100.0,34.49,99.88,56.444
0.016021,13.89,1.36,0.36,0.1,100.0,0.8,100.0,46.444
0.33675,0.69,1.74,0.01,0.07,93.46,11.78,99.85,55.81
0.315627,7.01,0.48,2.49,0.08,100.0,12.49,100.0,55.589
0.057418,0.63,0.97,0.79,0.06,98.43,0.8,99.47,46.444
0.214221,2.48,1.54,0.39,0.11,95.24,32.86,99.57,58.541
0.072792,2.79,1.24,0.85,0.06,96.45,8.48,100.0,58.351
0.099866,2.15,1.31,0.81,0.11,95.68,8.65,99.46,54.538
0.170297,9.88,3.4,0.03,0.15,97.57,18.66,99.29,63.584
0.089501,4.18,0.84,0.68,0.21,85.92,34.27,99.6,54.722
0.272107,9.22,1.39,2.27,0.06,91.73,9.31,100.0,62.403
0.040302,10.37,2.2,1.98,0.08,99.48,16.57,99.97,59.019
0.111091,14.34,1.74,0.64,0.07,99.97,0.8,99.18,58.2
0.387972,10.12,5.03,0.01,0.22,73.71,12.8,100.0,55.102
0.245129,8.3,0.01,0.01,0.16,97.7,34.55,99.41,58.435
0.118415,12.06,0.57,0.16,0.12,100.0,17.68,99.35,48.001
0.380929,3.06,1.17,0.01,0.17,97.13,7.63,99.75,53.294
0.265018,5.24,4.57,0.01,0.23,87.63,32.79,99.14,50.164
0.22688,9.79,1.07,0.44,0.11,98.29,18.29,99.67,55.388
0.197589,5.55,2.01,0.92,0.11,53.08,22.81,99.39,57.666
0.448133,7.46,2.52,0.19,0.11,100.0,24.1,100.0,61.819
0.152925,8.96,3.05,0.01,0.12,97.7,26.6,100.0,54.308
0.248925,1.4,3.69,0.77,0.2,100.0,16.01,99.2,59.557
0.240322,3.27,1.22,0.01,0.09,100.0,42.42,100.0,47.081
0.093608,3.6,1.66,0.01,0.19,97.46,5.92,99.94,55.796
0.164565,8.95,0.6,0.71,0.18,100.0,11.29,99.89,46.784
0.204993,0.63,4.72,0.59,0.07,96.26,20.75,99.12,61.305
0.075652,9.08,0.8,1.75,0.09,93.04,12.26,100.0,62.314
0.493527,5.78,1.22,0.01,0.2,97.19,4.1,99.85,64.08
0.185913,2.39,2.14,8.55,0.16,99.24,8.29,99.9,57.261
0.139066,7.01,1.39,0.01,0.1,87.65,7.8,99.91,56.335
0.020941,13.25,0.01,0.81,0.11,87.9,0.8,99.74,48.755
0.187008,3.66,0.43,0.08,0.06,96.59,26.08,99.9,47.38
0.084401,9.84,1.82,0.54,0.19,98.19,0.8,100.0,56.387
0.123558,10.32,0.01,2.19,0.07,95.64,12.6,99.99,56.993
0.016021,3.22,3.31,0.01,0.07,99.11,27.81,99.39,48.187
0.089919,9.55,1.56,0.77,0.11,99.55,33.74,100.0,49.523
0.091889,20.39,3.38,0.01,0.21,75.31,3.97,100.0,55.674
0.031953,8.68,3.25,0.01,0.18,68.36,23.61,99.85,58.45
0.076283,6.29,1.94,0.01,0.09,100.0,12.62,99.95,46.444
0.129343,2.79,1.39,0.01,0.11,98.35,37.97,99.97,48.472
